id	sentences	words	word_types	verbal_phrases	ttr1	ttr2
4231	9	59	39	3	3.5902410098034614	25.779661016949152
4232	32	214	122	3	5.897092583178547	69.55140186915888
4233	16	94	84	2	6.126329642911571	75.06382978723404
4234	18	70	36	1	3.04255531702266	18.514285714285716
4235	14	98	55	0	3.9285714285714284	30.867346938775512
4236	5	34	29	2	3.516766563026828	24.735294117647058
4237	10	72	40	0	3.3333333333333335	22.22222222222222
4238	15	110	61	5	4.112619161025776	33.82727272727273
4239	23	143	65	1	3.843530573929037	29.545454545454547
4240	7	41	25	2	2.7607881518711634	15.24390243902439
4241	39	190	105	9	5.3863863484470595	58.026315789473685
4242	11	91	65	1	4.818120558297157	46.42857142857143
4243	3	82	66	1	5.153734142324001	53.1219512195122
4244	27	151	95	4	5.466635707660142	59.7682119205298
4245	7	55	34	2	3.2417728034350137	21.01818181818182
4246	31	154	74	4	4.216541329006604	35.55844155844156
4247	8	93	47	0	3.4462072030018023	23.752688172043012
4248	25	108	65	4	4.422689813358516	39.120370370370374
4249	19	115	68	1	4.483787219091352	40.208695652173915
4250	36	235	135	6	6.227085654194974	77.55319148936171
4251	21	102	55	3	3.8507702310770267	29.65686274509804
4252	22	180	83	1	4.374484096566258	38.272222222222226
4253	4	90	56	0	4.173993557999607	34.84444444444444
4254	43	330	162	5	6.305841447708336	79.52727272727273
4255	12	64	38	2	3.3587572106361003	22.5625
4256	17	135	54	2	3.286335345030997	21.6
4257	26	140	78	6	4.661391576404135	43.457142857142856
4258	6	64	40	1	3.5355339059327373	25.0
4259	28	143	97	7	5.735730241094101	65.7972027972028
4260	28	120	63	3	4.066632513517788	33.075
4261	33	235	146	2	6.734477818610861	90.70638297872341
4262	30	131	69	4	4.262834236184986	36.343511450381676
4263	20	145	43	1	2.5250469439132246	12.751724137931035
4264	3	70	48	0	4.05674042269688	32.91428571428571
4265	27	183	90	5	4.70437536140385	44.26229508196721
4266	8	121	81	3	5.206877206919123	54.22314049586777
4267	24	187	89	2	4.60208044095567	42.35828877005348
4268	9	116	71	2	4.66137836652015	43.456896551724135
4269	16	68	43	0	3.68721958056394	27.191176470588236
4270	21	147	74	2	4.315767642046551	37.25170068027211
4271	21	123	58	2	3.697944935767362	27.349593495934958
4272	20	182	102	0	5.346252667281783	57.16483516483517
4273	13	87	47	3	3.563060804820846	25.39080459770115
4274	17	102	61	3	4.270854256285429	36.48039215686274
4275	23	130	81	4	5.023406750862943	50.46923076923077
4276	21	88	44	3	3.3166247903554	22.0
4277	19	127	83	2	5.207883182646716	54.24409448818898
4278	16	111	49	1	3.288664670548719	21.63063063063063
4279	15	125	83	4	5.2493809158795095	55.112
4280	26	126	67	0	4.220603281936371	35.62698412698413
4281	22	190	120	5	6.155870112510925	75.78947368421052
4282	12	76	51	2	4.136646238834445	34.223684210526315
4283	30	193	116	3	5.904244543287736	69.72020725388602
4284	3	17	17	0	2.91547594742265	17.0
4285	21	113	65	3	4.323735684045306	37.389380530973455
4286	19	129	74	5	4.607038767098708	42.44961240310077
4287	24	130	56	2	3.472972568497837	24.123076923076923
4288	19	96	54	1	3.897114317029974	30.375
4289	16	133	82	2	5.02774258377672	50.556390977443606
4290	34	205	109	6	5.383126301740264	57.95609756097561
4291	17	82	52	1	4.060517809103758	32.97560975609756
4292	10	56	36	1	3.401680257083045	23.142857142857142
4293	25	219	106	6	5.064875915215464	51.305936073059364
4294	23	151	76	4	4.373308566128114	38.25165562913907
4295	23	117	62	4	4.0530667928558035	32.85470085470085
4296	14	145	72	5	4.227985580505865	35.751724137931035
4297	36	114	55	0	3.6424639819288704	26.535087719298247
4298	27	95	47	3	3.4097383755170547	23.25263157894737
4299	16	81	51	1	4.006938426723769	32.111111111111114
4300	25	228	132	6	6.18146635643918	76.42105263157895
4301	24	170	77	4	4.175911313009132	34.87647058823529
4302	24	103	46	3	3.204971865741441	20.54368932038835
4303	38	212	84	5	4.0794006219005094	33.283018867924525
4304	21	88	47	2	3.5427582987887227	25.102272727272727
4305	24	176	86	5	4.583815401645624	42.02272727272727
4306	36	202	92	2	4.57717107496595	41.9009900990099
4307	23	112	62	1	4.142549249642578	34.32142857142857
4308	28	232	134	8	6.220793828931238	77.39655172413794
4309	4	25	19	0	2.6870057685088806	14.44
4310	12	54	28	0	2.6943012562182536	14.518518518518519
4311	14	61	35	1	3.1687511114881484	20.081967213114755
4312	21	136	79	3	4.790078594467576	45.88970588235294
4313	15	162	78	1	4.333333333333333	37.55555555555556
4314	10	61	44	1	3.9835728258708154	31.737704918032787
4315	17	84	52	2	4.011887099014389	32.19047619047619
4316	26	105	50	4	3.4503277967117714	23.80952380952381
4317	9	57	48	2	4.495611895592131	40.421052631578945
4318	28	155	71	0	4.03252902315416	32.52258064516129
4319	7	36	27	1	3.1819805153394642	20.25
4320	8	52	24	1	2.3533936216582085	11.076923076923077
4321	25	132	63	0	3.877381965848981	30.068181818181817
4322	13	80	36	2	2.846049894151541	16.2
4323	16	87	54	4	4.093729435326078	33.51724137931034
4324	8	84	48	0	3.7032803990902057	27.428571428571427
4325	21	170	76	8	4.121678698554468	33.976470588235294
4326	14	122	51	1	3.2649404382888476	21.31967213114754
4327	13	86	37	1	2.8212235511531865	15.918604651162791
4328	19	103	45	3	3.1352985643122797	19.660194174757283
4329	34	189	90	5	4.6291004988627575	42.857142857142854
4330	29	118	44	2	2.8641560415781253	16.406779661016948
4331	12	91	68	2	5.040495353295488	50.81318681318681
4332	42	170	90	2	4.880935300919764	47.64705882352941
4333	15	73	31	3	2.5655782546673405	13.164383561643836
4334	17	90	46	1	3.4286375654996775	23.511111111111113
4335	12	30	20	0	2.581988897471611	13.333333333333334
4336	6	109	76	3	5.147369507237332	52.99082568807339
4337	36	210	132	6	6.440940481460319	82.97142857142858
4338	16	110	66	2	4.449719092257398	39.6
4339	14	62	45	4	4.041119295602436	32.66129032258065
4340	11	90	65	5	4.844813951249544	46.94444444444444
4341	7	90	34	2	2.5342103744997617	12.844444444444445
4342	22	106	61	4	4.1894972004350155	35.10377358490566
4343	5	14	13	1	2.456769074559977	12.071428571428571
4344	34	173	73	2	3.9245043131644333	30.803468208092486
4345	22	136	62	5	3.759302188063161	28.264705882352942
4346	10	64	36	2	3.181980515339464	20.25
4347	11	52	36	1	3.530090432487313	24.923076923076923
4348	18	115	64	2	4.220035029733037	35.61739130434783
4349	21	122	53	1	3.3929773182217433	23.024590163934427
4350	28	187	101	4	5.2225856689496934	54.55080213903744
4351	38	241	152	3	6.92341028384901	95.86721991701245
4352	26	130	56	1	3.472972568497837	24.123076923076923
4353	1	22	19	1	2.8643577734887544	16.40909090909091
4354	22	112	73	2	4.877517664901745	47.580357142857146
4355	32	268	144	1	6.219852664185793	77.3731343283582
4356	10	45	33	0	3.478505426185217	24.2
4357	6	56	24	0	2.2677868380553634	10.285714285714286
4358	19	133	73	4	4.475917178240251	40.067669172932334
4359	26	122	54	2	3.4569957581881914	23.901639344262296
4360	4	64	44	3	3.8890872965260113	30.25
4361	42	163	88	3	4.87386922547106	47.50920245398773
4362	9	44	29	2	3.091410387156351	19.113636363636363
4363	17	133	61	1	3.7401499708582917	27.977443609022558
4364	9	63	47	0	4.187092789961315	35.06349206349206
4365	28	190	74	5	3.7961199027150703	28.821052631578947
4366	23	132	93	6	5.723754330538972	65.52272727272727
4367	23	161	82	2	4.569681343117892	41.7639751552795
4368	10	78	44	2	3.522819383711917	24.82051282051282
4369	3	83	51	0	3.958367681102297	31.337349397590362
4370	32	179	82	1	4.333834665169857	37.564245810055866
4371	40	158	70	3	3.9378076532410837	31.0126582278481
4372	17	104	51	2	3.536213750935836	25.009615384615383
4373	10	94	60	2	4.375949744936837	38.297872340425535
4374	2	16	12	0	2.1213203435596424	9.0
4375	19	159	90	7	5.046949386828399	50.943396226415096
4376	27	130	70	4	4.341215710622296	37.69230769230769
4377	16	153	80	3	4.5732956038002355	41.830065359477125
4378	30	177	80	7	4.251952027621871	36.15819209039548
4379	27	221	119	4	5.660252780438479	64.07692307692308
4380	22	146	82	3	4.798687035041354	46.054794520547944
4381	29	153	70	3	4.001633653325206	32.02614379084967
4382	3	18	15	0	2.5	12.5
4383	9	68	47	1	4.0302167508489575	32.48529411764706
4384	25	131	69	0	4.262834236184986	36.343511450381676
4385	18	137	93	1	5.618335467970645	63.13138686131387
4386	24	114	66	4	4.370956778314644	38.21052631578947
4387	15	66	45	4	3.9167472590032015	30.681818181818183
4388	31	192	96	2	4.898979485566357	48.0
4389	17	107	57	6	3.8964397840405804	30.364485981308412
4390	17	114	69	2	4.569636631874401	41.76315789473684
4391	27	114	71	1	4.702089867580906	44.219298245614034
4392	53	312	139	9	5.564453344726778	61.92628205128205
4393	32	155	60	0	3.4077710054823886	23.225806451612904
4394	17	128	74	3	4.625	42.78125
4395	14	79	60	2	4.77334370505438	45.56962025316456
4396	16	108	78	0	5.307227776030219	56.333333333333336
4397	20	139	67	0	4.0183929641572504	32.29496402877698
4398	33	208	86	6	4.216496905470957	35.55769230769231
4399	15	100	52	5	3.676955262170047	27.04
4400	16	103	85	2	5.92223062147875	70.14563106796116
4401	41	351	185	8	6.982375043891674	97.5071225071225
4402	6	88	52	4	3.9196474795109273	30.727272727272727
4403	25	117	68	2	4.445299063132171	39.52136752136752
4404	30	181	135	3	7.0954424715730955	100.69060773480663
4405	18	119	57	1	3.6947612242473373	27.30252100840336
4406	19	145	80	4	4.697761756117628	44.13793103448276
4407	14	102	47	2	3.290658197465823	21.65686274509804
4408	13	105	64	2	4.416419579791067	39.00952380952381
4409	21	150	82	1	4.73427220735493	44.82666666666667
4410	27	208	117	3	5.736396952791884	65.8125
4411	17	159	104	1	5.832030402557261	68.0251572327044
4412	19	107	78	1	5.331970230792374	56.85981308411215
4413	22	154	97	1	5.52708795829244	61.0974025974026
4414	27	222	114	3	5.410200575789244	58.54054054054054
4415	27	122	36	2	2.3046638387921274	10.62295081967213
4416	32	155	94	2	5.33884124192241	57.00645161290323
4417	42	409	177	4	6.188659871284331	76.59902200488997
4418	17	94	58	2	4.230084753438942	35.787234042553195
4419	47	250	154	4	6.887089370699352	94.864
4420	33	251	152	0	6.784092008697267	92.04780876494024
4421	25	142	65	4	3.8570403891300233	29.753521126760564
4422	18	141	86	6	5.121225473908558	52.45390070921986
4423	9	79	53	1	4.216453606131369	35.55696202531646
4424	7	27	24	1	3.265986323710904	21.333333333333332
4425	27	176	119	2	6.34272131157941	80.46022727272727
4426	22	161	70	2	3.9009474880274695	30.434782608695652
4427	23	133	77	4	4.721172914034237	44.578947368421055
4428	25	217	120	7	5.760184328847831	66.3594470046083
4429	33	172	91	5	4.906391180756448	48.145348837209305
4430	43	246	100	5	4.508348173337161	40.65040650406504
4431	10	54	26	4	2.5018511664883785	12.518518518518519
4432	11	78	47	3	3.763011614419548	28.32051282051282
4433	44	232	127	9	5.895826987121397	69.52155172413794
4434	33	164	92	3	5.079850199442941	51.609756097560975
4435	16	121	58	2	3.728381209892705	27.801652892561982
4436	22	116	56	6	3.6765801200722312	27.03448275862069
4437	13	74	36	2	2.9591817714964312	17.513513513513512
4438	18	122	69	4	4.4172723576849116	39.02459016393443
4439	21	206	89	6	4.384715287831105	38.45145631067961
4440	25	158	97	4	5.4566763194912165	59.550632911392405
4441	16	132	92	1	5.662208585049306	64.12121212121212
4442	21	145	91	1	5.343703997583801	57.110344827586204
4443	22	119	58	3	3.7595815966025534	28.26890756302521
4444	5	59	38	0	3.4981835480136287	24.47457627118644
4445	34	187	129	5	6.670431200935747	88.98930481283422
4446	7	54	41	1	3.9452268394624426	31.12962962962963
4447	32	183	79	3	4.129396150565602	34.10382513661202
4448	39	231	143	5	6.652962104349067	88.52380952380952
4449	27	150	91	1	5.253887449625594	55.20666666666666
4450	13	74	34	2	2.794782784191074	15.621621621621621
4451	21	188	76	8	3.9194007357834146	30.72340425531915
4452	23	107	72	5	4.921818674577575	48.44859813084112
4453	20	154	67	1	3.817679311397871	29.149350649350648
4454	2	7	6	1	1.6035674514745464	5.142857142857143
4455	31	220	142	2	6.769584383643705	91.65454545454546
4456	24	149	57	4	3.3019213442719058	21.80536912751678
4457	14	104	52	2	3.6055512754639896	26.0
4458	31	175	85	0	4.543441112511214	41.285714285714285
4459	24	161	94	3	5.238415198208316	54.88198757763975
4460	26	180	78	5	4.110960958218893	33.8
4461	21	120	60	2	3.8729833462074166	30.0
4462	32	257	157	8	6.9249731348423245	95.91050583657588
4463	20	167	137	2	7.496306475754784	112.38922155688623
4464	5	41	35	1	3.8651034126196286	29.878048780487806
4465	18	133	89	1	5.456940121416196	59.556390977443606
4466	5	46	32	2	3.3362306249131963	22.26086956521739
4467	14	81	65	2	5.10688230856951	52.160493827160494
4468	18	97	66	1	4.738523846877071	44.90721649484536
4469	26	179	88	2	4.650944518718871	43.262569832402235
4470	16	90	50	1	3.7267799624996494	27.77777777777778
4471	52	180	97	4	5.11234888393888	52.272222222222226
4472	15	73	49	0	4.055268854151603	32.89041095890411
4473	22	107	54	5	3.6913640059331816	27.252336448598133
4474	39	183	122	1	6.377042156569663	81.33333333333333
4475	8	55	23	1	2.1929639552648625	9.618181818181819
4476	13	107	70	1	4.785101489172643	45.794392523364486
4477	21	118	64	3	4.166045151386364	34.71186440677966
4478	23	162	87	4	4.833333333333333	46.72222222222222
4479	29	184	92	6	4.79583152331272	46.0
4480	18	134	78	4	4.764608329895903	45.40298507462686
4481	22	147	77	7	4.490731195102493	40.333333333333336
4482	9	46	29	1	3.0234590038275844	18.282608695652176
4483	32	147	72	3	4.199125273342591	35.265306122448976
4484	27	139	65	0	3.8984409353764367	30.39568345323741
4485	21	197	82	10	4.1311003192510025	34.131979695431475
4486	20	137	54	2	3.2622593039829555	21.284671532846716
4487	29	155	88	5	4.99806414137417	49.961290322580645
4488	16	98	58	1	4.142857142857143	34.326530612244895
4489	26	149	59	6	3.4177782335446043	23.36241610738255
4490	19	86	51	1	3.888713543481419	30.24418604651163
4491	14	144	109	3	6.422886595777808	82.50694444444444
4492	18	83	59	1	4.579288101667363	41.93975903614458
4493	21	170	94	3	5.09786575873842	51.976470588235294
4494	23	121	52	1	3.3426866019727703	22.34710743801653
4495	12	93	61	4	4.472737008151276	40.01075268817204
4496	18	126	47	3	2.9607217052389463	17.53174603174603
4497	31	126	58	4	3.6536565724225296	26.6984126984127
4498	26	174	106	10	5.682196434640312	64.57471264367815
4499	26	164	93	6	5.135065962480364	52.73780487804878
4500	4	53	36	1	3.496629104486151	24.452830188679247
4501	22	148	66	2	3.8361720785460363	29.43243243243243
4502	19	126	61	1	3.8426388089271435	29.53174603174603
4503	46	256	118	6	5.2149125112507875	54.390625
4504	17	113	68	4	4.523292715616627	40.92035398230089
4505	18	100	45	5	3.181980515339464	20.25
4506	10	117	67	1	4.37992701808611	38.36752136752137
4507	6	96	61	0	4.4022958025708965	38.760416666666664
4508	18	146	79	1	4.623125314247158	42.74657534246575
4509	5	42	26	1	2.836832573067901	16.095238095238095
4510	16	142	70	3	4.153735803678487	34.50704225352113
4511	28	162	81	2	4.5	40.5
4512	12	83	68	1	5.2778235748030635	55.71084337349398
4513	26	130	82	3	5.0854241181575475	51.723076923076924
4514	26	180	92	2	4.8488257455915145	47.022222222222226
4515	16	75	49	0	4.000833246545858	32.013333333333335
4516	13	99	45	0	3.1980107453341566	20.454545454545453
4517	17	106	59	1	4.052136636486327	32.839622641509436
4518	15	121	82	2	5.271159641572446	55.570247933884296
4519	27	128	88	6	5.5	60.5
4520	16	115	63	1	4.154096982393458	34.51304347826087
4521	28	155	78	3	4.430102307127106	39.251612903225805
4522	10	77	60	4	4.834937784152282	46.753246753246756
4523	26	156	80	3	4.529108136578382	41.02564102564103
4524	22	100	55	4	3.8890872965260113	30.25
4525	12	61	34	1	3.07821536544563	18.950819672131146
4526	10	116	81	0	5.3179105308187635	56.560344827586206
4527	32	241	137	6	6.240179005837594	77.87966804979253
4528	22	132	90	2	5.539117094069972	61.36363636363637
4529	12	119	87	0	5.63937239490383	63.60504201680672
4530	2	131	79	0	4.8806362994002015	47.6412213740458
4531	20	141	75	1	4.466185006315603	39.8936170212766
4532	19	111	48	3	3.221549065027317	20.756756756756758
4533	5	92	69	0	5.086747487343951	51.75
4534	25	256	101	8	4.463611556240081	39.84765625
4535	12	82	44	3	3.4358227615493333	23.609756097560975
4536	21	148	105	2	6.1030010340505125	74.49324324324324
4537	28	185	115	2	5.978565316465418	71.48648648648648
4538	29	165	97	3	5.339674260862849	57.02424242424242
4539	16	124	63	4	4.000504000506001	32.00806451612903
4540	22	166	96	1	5.268684479505136	55.51807228915663
4541	27	233	149	7	6.902291713719984	95.28326180257511
4542	23	178	91	4	4.8229903540289385	46.52247191011236
4543	23	139	93	3	5.577769338307825	62.223021582733814
4544	14	131	70	2	4.324614442506508	37.404580152671755
4545	20	109	65	2	4.402355499610876	38.76146788990825
4546	21	170	123	3	6.670611577923678	88.99411764705883
4547	3	26	18	0	2.4961508830135313	12.461538461538462
4548	5	114	65	3	4.304730160461392	37.06140350877193
4549	26	129	68	5	4.2334950832798945	35.84496124031008
4550	13	77	35	2	2.820380374088831	15.909090909090908
4551	18	113	72	2	4.789368757711723	45.876106194690266
4552	22	129	68	3	4.2334950832798945	35.84496124031008
4553	36	179	87	1	4.5980928764607025	42.28491620111732
4554	16	90	62	2	4.621207153499565	42.71111111111111
4555	8	51	44	1	4.356649189097367	37.96078431372549
4556	16	95	58	2	4.207762250638067	35.410526315789475
4557	19	136	65	3	3.941203906840411	31.066176470588236
4558	19	117	63	1	4.118438837901865	33.92307692307692
4559	22	214	93	3	4.495324674062335	40.41588785046729
4560	3	17	16	1	2.743977362280141	15.058823529411764
4561	11	127	61	2	3.827480411342767	29.299212598425196
4562	29	190	106	2	5.437685266051317	59.136842105263156
4563	16	90	37	1	2.7578171722497404	15.21111111111111
4564	29	138	77	7	4.634855343802114	42.96376811594203
4565	23	140	70	4	4.183300132670378	35.0
4566	27	265	148	1	6.428709192893427	82.6566037735849
4567	25	165	118	2	6.495686214245528	84.38787878787879
4568	19	135	85	0	5.172935265326569	53.51851851851852
4569	25	108	63	7	4.286607049870562	36.75
4570	18	131	78	1	4.81885609307868	46.44274809160305
4571	18	162	65	1	3.611111111111111	26.080246913580247
4572	6	19	16	1	2.5955427380922007	13.473684210526315
4573	17	108	73	2	4.9670208673103335	49.342592592592595
4574	29	183	115	5	6.0111462951271415	72.26775956284153
4575	27	132	63	3	3.877381965848981	30.068181818181817
4576	28	278	144	5	6.106960293695791	74.58992805755396
4577	40	258	112	8	4.9305250754234935	48.62015503875969
4578	21	109	39	1	2.641413299766526	13.954128440366972
4579	29	193	87	1	4.428183407465802	39.21761658031088
4580	6	41	28	1	3.092082730095703	19.121951219512194
4581	23	142	80	4	4.747126632775413	45.070422535211264
4582	10	74	51	1	4.192174176286611	35.148648648648646
4583	19	104	65	8	4.5069390943299865	40.625
4584	31	233	137	7	6.346402448185489	80.55364806866953
4585	25	154	74	2	4.216541329006604	35.55844155844156
4586	30	174	100	4	5.360562674188974	57.47126436781609
4587	11	79	48	3	3.8186749640435043	29.164556962025316
4588	35	235	133	2	6.1348325333920855	75.27234042553191
4589	16	83	53	6	4.113597786243564	33.8433734939759
4590	1	43	27	0	2.911484876492837	16.953488372093023
4591	21	163	47	7	2.603089245422043	13.552147239263803
4592	18	72	38	1	3.1666666666666665	20.055555555555557
4593	11	102	55	1	3.8507702310770267	29.65686274509804
4594	18	233	155	4	7.180236346487232	103.11158798283262
4595	7	76	47	2	3.81220339657292	29.06578947368421
4596	14	70	47	2	3.972224997224028	31.557142857142857
4597	14	92	73	4	5.381631399653745	57.92391304347826
4598	13	64	46	2	4.065863991822648	33.0625
4599	11	52	37	1	3.6281485000564047	26.326923076923077
4600	23	156	105	3	5.944454429259127	70.67307692307692
4601	39	238	119	8	5.454356057317858	59.5
4602	37	240	140	1	6.390096504226938	81.66666666666667
4603	6	83	50	2	3.8807526285316643	30.120481927710845
4604	24	121	73	3	4.692617729692543	44.04132231404959
4605	23	112	74	3	4.944332975379851	48.892857142857146
4606	13	112	70	6	4.677071733467427	43.75
4607	14	59	40	0	3.6822984715932936	27.11864406779661
4608	10	73	57	0	4.7173535650334975	44.50684931506849
4609	23	144	87	2	5.12652416360247	52.5625
4610	6	40	30	2	3.3541019662496843	22.5
4611	24	169	78	6	4.242640687119286	36.0
4612	34	222	134	5	6.359358571541744	80.88288288288288
4613	33	255	126	6	5.5793737789026006	62.258823529411764
4614	17	132	73	0	4.492839420745645	40.371212121212125
4615	22	96	35	1	2.5259074277046127	12.760416666666666
4616	24	174	79	4	4.234844512609289	35.867816091954026
4617	25	138	56	1	3.3708038864015375	22.72463768115942
4618	15	93	62	2	4.546060565661953	41.333333333333336
4619	17	79	52	3	4.136897877713796	34.22784810126582
4620	21	169	94	1	5.112925956271959	52.28402366863905
4621	19	124	72	3	4.572004572006858	41.806451612903224
4622	4	29	19	0	2.4948222243347287	12.448275862068966
4623	23	159	102	2	5.719875971738852	65.43396226415095
4624	23	237	91	2	4.179768430789091	34.94092827004219
4625	13	104	80	0	5.547001962252292	61.53846153846154
4626	20	114	67	5	4.437183396167897	39.37719298245614
4627	22	110	62	3	4.180039147272101	34.945454545454545
4628	12	42	28	1	3.0550504633038935	18.666666666666668
4629	36	211	116	3	5.646791648730331	63.77251184834123
4630	13	108	42	5	2.857738033247041	16.333333333333332
4631	13	88	46	2	3.467380462644282	24.045454545454547
4632	48	271	169	3	7.259171575029726	105.39114391143912
4633	13	140	87	2	5.1992444506046125	54.06428571428572
4634	32	236	116	8	5.339332783810276	57.016949152542374
4635	14	81	49	1	3.849803586460092	29.641975308641975
4636	15	73	33	2	2.7310994323878144	14.917808219178083
4637	12	87	58	3	4.396968652757639	38.666666666666664
4638	16	80	59	2	4.664359548748359	43.5125
4639	21	137	64	6	3.8663813973131327	29.8978102189781
4640	15	78	40	3	3.2025630761017427	20.512820512820515
4641	10	55	36	2	3.4324653212841323	23.563636363636363
4642	18	115	69	5	4.54972526643093	41.4
4643	15	79	36	1	2.864006223032628	16.40506329113924
4644	19	158	93	4	5.231658739306011	54.74050632911393
4645	18	85	60	3	4.6017899330842225	42.35294117647059
4646	9	52	30	1	2.9417420270727606	17.307692307692307
4647	26	178	100	2	5.299989400031801	56.17977528089887
4648	24	160	62	2	3.465905365124674	24.025
4649	30	182	96	1	5.031767216265208	50.637362637362635
4650	28	84	57	7	4.397645473919619	38.67857142857143
4651	15	80	43	2	3.399448484681008	23.1125
4652	30	202	105	2	5.223945248602443	54.57920792079208
4653	12	75	37	1	3.021037349432586	18.253333333333334
4654	22	110	67	2	4.517139078503722	40.80909090909091
4655	27	90	50	1	3.7267799624996494	27.77777777777778
4656	24	147	76	4	4.432410010750512	39.29251700680272
4657	2	10	8	1	1.7888543819998317	6.4
4658	14	68	44	1	3.7729688731351945	28.470588235294116
4659	20	113	63	1	4.190697662997757	35.123893805309734
4660	18	59	39	3	3.5902410098034614	25.779661016949152
4661	25	161	101	1	5.6285099470110636	63.36024844720497
4662	25	130	79	2	4.899372016273734	48.00769230769231
4663	19	259	147	5	6.458809194907078	83.43243243243244
4664	13	59	21	1	1.933206697586479	7.47457627118644
4665	9	41	33	3	3.6442403604699356	26.5609756097561
4666	19	161	88	3	4.904048270663105	48.099378881987576
4667	38	244	78	0	3.5308940956582227	24.934426229508198
4668	13	74	37	1	3.04138126514911	18.5
4669	31	214	73	3	3.528588185016672	24.901869158878505
4670	19	119	76	2	4.92634829899645	48.53781512605042
4671	23	157	96	4	5.417593420637764	58.70063694267516
4672	5	45	29	1	3.0568684048294332	18.68888888888889
4673	11	63	47	2	4.187092789961315	35.06349206349206
4674	23	155	78	2	4.430102307127106	39.251612903225805
4675	7	69	37	0	3.14964916380737	19.840579710144926
4676	11	84	49	1	3.7804320740712516	28.583333333333332
4677	24	181	90	3	4.730294981048731	44.751381215469614
4678	7	88	62	0	4.673425840955336	43.68181818181818
4679	23	138	86	6	5.176591682688076	53.594202898550726
4680	24	113	78	0	5.188482820854366	53.84070796460177
4681	14	77	44	1	3.5456210417116734	25.142857142857142
4682	16	100	70	3	4.949747468305833	49.0
4683	6	39	29	1	3.283603399019327	21.564102564102566
4684	20	122	74	7	4.737364557517151	44.885245901639344
4685	40	290	155	2	6.436024688664848	82.84482758620689
4686	34	220	108	3	5.148697981926198	53.018181818181816
4687	13	118	57	2	3.7103839629534803	27.533898305084747
4688	16	136	80	2	4.85071250072666	47.05882352941177
4689	16	124	69	3	4.381504381506573	38.395161290322584
4690	22	110	70	1	4.719399037242694	44.54545454545455
4691	25	84	55	3	4.243342123957527	36.01190476190476
4692	25	166	94	3	5.158920219515446	53.2289156626506
4693	7	69	37	1	3.14964916380737	19.840579710144926
4694	15	94	55	2	4.011287266192101	32.180851063829785
4695	35	279	131	2	5.545672212341652	61.5089605734767
4696	13	105	57	6	3.933373688251419	30.942857142857143
4697	27	135	64	3	3.8949159644811813	30.340740740740742
4698	46	233	132	5	6.114781920879449	74.78111587982832
4699	14	135	68	3	4.138348212261255	34.25185185185185
4700	31	207	156	3	7.666981720054651	117.56521739130434
4701	13	69	42	2	3.575277429186744	25.565217391304348
4702	15	109	61	1	4.131441315019438	34.137614678899084
4703	16	108	55	2	3.742275995918744	28.00925925925926
4704	26	181	85	3	4.467500815434912	39.9171270718232
4705	32	162	85	7	4.722222222222222	44.598765432098766
4706	16	84	46	3	3.548977049128114	25.19047619047619
4707	22	131	60	4	3.7068123792912924	27.480916030534353
4708	33	193	104	2	5.293460625016591	56.04145077720207
4709	20	106	47	0	3.2279732527941922	20.839622641509433
4710	9	85	56	0	4.295003937545274	36.89411764705882
4711	20	161	110	2	6.130060338328881	75.15527950310559
4712	14	90	64	1	4.7702783519995515	45.51111111111111
4713	12	80	44	2	3.478505426185217	24.2
4714	12	64	42	0	3.7123106012293743	27.5625
4715	26	188	115	4	5.930672165988062	70.34574468085107
4716	5	39	28	2	3.170375695604868	20.102564102564102
4717	8	35	26	2	3.1075943842694236	19.314285714285713
4718	21	164	90	2	4.969418673368094	49.390243902439025
4719	46	374	179	6	6.544888195937819	85.6711229946524
4720	33	256	128	7	5.65685424949238	64.0
4721	25	152	77	4	4.416252877008313	39.00657894736842
4722	9	63	42	2	3.7416573867739413	28.0
4723	20	227	95	2	4.4585709174073545	39.757709251101325
4724	15	122	62	0	3.9691432779197755	31.508196721311474
4725	23	160	102	1	5.701973342624464	65.025
4726	29	210	98	1	4.781910357447813	45.733333333333334
4727	19	111	70	4	4.69809238649817	44.14414414414414
4728	21	137	65	0	3.92679360664615	30.83941605839416
4729	23	131	77	5	4.757075886757159	45.25954198473283
4730	22	139	83	1	4.978009194403758	49.56115107913669
4731	2	19	19	1	3.0822070014844885	19.0
4732	21	121	61	3	3.9212285138526726	30.75206611570248
4733	16	154	62	0	3.532777870248776	24.961038961038962
4734	22	116	77	3	5.055297665099318	51.11206896551724
4735	1	48	30	0	3.061862178478973	18.75
4736	7	61	43	2	3.8930370798282965	30.311475409836067
4737	5	53	30	1	2.913857587071792	16.9811320754717
4738	17	108	62	4	4.218565668126584	35.592592592592595
4739	18	110	71	5	4.786819023489019	45.82727272727273
4740	27	151	65	2	3.740329694714834	27.980132450331126
4741	11	69	48	2	4.086031347641994	33.391304347826086
4742	33	170	85	2	4.6097722286464435	42.5
4743	31	182	92	0	4.822110248920825	46.505494505494504
4744	9	117	81	0	5.295135648730969	56.07692307692308
4745	22	117	62	1	4.0530667928558035	32.85470085470085
4746	15	133	63	4	3.8627778387552847	29.842105263157894
4747	28	160	126	1	7.043614129124337	99.225
4748	5	97	58	2	4.164157319982881	34.68041237113402
4749	14	84	52	3	4.011887099014389	32.19047619047619
4750	4	23	20	0	2.9488391230979425	17.391304347826086
